date,model_num,epoch_num,loss,network,pretrained,train_fraction
2023-12-10,4.0,10.0,39.08639,BG,1.0,0.6
2023-12-10,4.0,10.0,88.06935,No-BG,1.0,0.6
2023-12-10,4.0,11.0,38.94781,BG,1.0,0.6
2023-12-10,4.0,11.0,82.07123,No-BG,1.0,0.6
2023-12-10,4.0,12.0,37.86077,BG,1.0,0.6
2023-12-10,4.0,12.0,77.23737,No-BG,1.0,0.6
2023-12-10,4.0,13.0,40.124924,BG,1.0,0.6
2023-12-10,4.0,13.0,73.558044,No-BG,1.0,0.6
2023-12-10,4.0,14.0,45.02799,BG,1.0,0.6
2023-12-10,4.0,14.0,72.59725,No-BG,1.0,0.6
2023-12-12,7.0,0.0,58.881287,BG,1.0,0.6
2023-12-12,7.0,0.0,221.88458,No-BG,1.0,0.6
2023-12-12,7.0,1.0,11.218322,BG,1.0,0.6
2023-12-12,7.0,1.0,175.62762,No-BG,1.0,0.6
2023-12-12,7.0,2.0,10.008491,BG,1.0,0.6
2023-12-12,7.0,2.0,141.79808,No-BG,1.0,0.6
2023-12-12,7.0,3.0,11.440582,BG,1.0,0.6
2023-12-12,7.0,3.0,119.14113,No-BG,1.0,0.6
2023-12-12,7.0,4.0,11.877987,BG,1.0,0.6
2023-12-12,7.0,4.0,105.25071,No-BG,1.0,0.6
2023-12-12,7.0,5.0,10.073956,BG,1.0,0.6
2023-12-12,7.0,5.0,93.56236,No-BG,1.0,0.6
2023-12-12,7.0,6.0,8.76262,BG,1.0,0.6
2023-12-12,7.0,6.0,80.54921,No-BG,1.0,0.6
2023-12-12,7.0,7.0,10.971979,BG,1.0,0.6
2023-12-12,7.0,7.0,70.862,No-BG,1.0,0.6
2023-12-12,7.0,8.0,11.24387,BG,1.0,0.6
2023-12-12,7.0,8.0,63.079918,No-BG,1.0,0.6
2023-12-12,7.0,9.0,10.017379,BG,1.0,0.6
2023-12-12,7.0,9.0,57.571583,No-BG,1.0,0.6
2023-12-12,7.0,10.0,10.719724,BG,1.0,0.6
2023-12-12,7.0,10.0,53.28842,No-BG,1.0,0.6
2023-12-12,7.0,11.0,11.66475,BG,1.0,0.6
2023-12-12,7.0,11.0,52.232338,No-BG,1.0,0.6
2023-12-12,7.0,12.0,10.524721,BG,1.0,0.6
2023-12-12,7.0,12.0,51.18171,No-BG,1.0,0.6
2023-12-12,7.0,13.0,12.08305,BG,1.0,0.6
2023-12-12,7.0,13.0,51.252823,No-BG,1.0,0.6
2023-12-12,7.0,14.0,12.015232,BG,1.0,0.6
2023-12-12,7.0,14.0,50.09615,No-BG,1.0,0.6
2023-12-12,2.0,0.0,214.90213,BG,0.0,0.6
2023-12-12,2.0,0.0,249.64325,No-BG,0.0,0.6
2023-12-12,2.0,1.0,177.78038,BG,0.0,0.6
2023-12-12,2.0,1.0,230.21713,No-BG,0.0,0.6
2023-12-12,2.0,2.0,170.0539,BG,0.0,0.6
2023-12-12,2.0,2.0,218.48932,No-BG,0.0,0.6
2023-12-12,2.0,3.0,173.34447,BG,0.0,0.6
2023-12-12,2.0,3.0,213.66708,No-BG,0.0,0.6
2023-12-12,2.0,4.0,179.77953,BG,0.0,0.6
2023-12-12,2.0,4.0,215.64828,No-BG,0.0,0.6
2023-12-12,2.0,5.0,181.03912,BG,0.0,0.6
2023-12-12,2.0,5.0,214.78537,No-BG,0.0,0.6
2023-12-12,2.0,6.0,172.08609,BG,0.0,0.6
2023-12-12,2.0,6.0,204.8166,No-BG,0.0,0.6
2023-12-12,2.0,7.0,159.33136,BG,0.0,0.6
2023-12-12,2.0,7.0,192.48688,No-BG,0.0,0.6
2023-12-12,2.0,8.0,145.76236,BG,0.0,0.6
2023-12-12,2.0,8.0,177.811,No-BG,0.0,0.6
2023-12-12,2.0,9.0,136.62453,BG,0.0,0.6
2023-12-12,2.0,9.0,167.74162,No-BG,0.0,0.6
2023-12-12,2.0,10.0,138.25851,BG,0.0,0.6
2023-12-12,2.0,10.0,168.47696,No-BG,0.0,0.6
2023-12-12,2.0,11.0,150.00545,BG,0.0,0.6
2023-12-12,2.0,11.0,179.14275,No-BG,0.0,0.6
2023-12-12,2.0,12.0,150.8522,BG,0.0,0.6
2023-12-12,2.0,12.0,178.07721,No-BG,0.0,0.6
2023-12-12,2.0,13.0,150.54796,BG,0.0,0.6
2023-12-12,2.0,13.0,177.20967,No-BG,0.0,0.6
2023-12-12,2.0,14.0,132.32614,BG,0.0,0.6
2023-12-12,2.0,14.0,158.03603,No-BG,0.0,0.6
2023-12-12,8.0,0.0,302.20337,BG,0.0,0.6
2023-12-12,8.0,0.0,321.00403,No-BG,0.0,0.6
2023-12-12,8.0,1.0,242.15984,BG,0.0,0.6
2023-12-12,8.0,1.0,273.99713,No-BG,0.0,0.6
2023-12-12,8.0,2.0,204.37846,BG,0.0,0.6
2023-12-12,8.0,2.0,237.878,No-BG,0.0,0.6
2023-12-12,8.0,3.0,178.63104,BG,0.0,0.6
2023-12-12,8.0,3.0,211.31306,No-BG,0.0,0.6
2023-12-12,8.0,4.0,160.87895,BG,0.0,0.6
2023-12-12,8.0,4.0,192.82031,No-BG,0.0,0.6
2023-12-12,8.0,5.0,147.92525,BG,0.0,0.6
2023-12-12,8.0,5.0,180.07791,No-BG,0.0,0.6
2023-12-12,8.0,6.0,139.84178,BG,0.0,0.6
2023-12-12,8.0,6.0,171.72325,No-BG,0.0,0.6
2023-12-12,8.0,7.0,137.01607,BG,0.0,0.6
2023-12-12,8.0,7.0,167.33788,No-BG,0.0,0.6
2023-12-12,8.0,8.0,130.90575,BG,0.0,0.6
2023-12-12,8.0,8.0,161.30702,No-BG,0.0,0.6
2023-12-12,8.0,9.0,129.59317,BG,0.0,0.6
2023-12-12,8.0,9.0,159.0289,No-BG,0.0,0.6
2023-12-12,8.0,10.0,128.78444,BG,0.0,0.6
2023-12-12,8.0,10.0,156.67015,No-BG,0.0,0.6
2023-12-12,8.0,11.0,127.96367,BG,0.0,0.6
2023-12-12,8.0,11.0,154.6509,No-BG,0.0,0.6
2023-12-12,8.0,12.0,129.35971,BG,0.0,0.6
2023-12-12,8.0,12.0,155.2069,No-BG,0.0,0.6
2023-12-12,8.0,13.0,132.37364,BG,0.0,0.6
2023-12-12,8.0,13.0,156.34387,No-BG,0.0,0.6
2023-12-12,8.0,14.0,133.8433,BG,0.0,0.6
2023-12-12,8.0,14.0,156.0941,No-BG,0.0,0.6
2023-12-12,1.0,0.0,89.71242,BG,1.0,0.6
2023-12-12,1.0,0.0,314.63174,No-BG,1.0,0.6
2023-12-12,1.0,1.0,55.45512,BG,1.0,0.6
2023-12-12,1.0,1.0,271.39194,No-BG,1.0,0.6
2023-12-12,1.0,2.0,51.184303,BG,1.0,0.6
2023-12-12,1.0,2.0,233.66283,No-BG,1.0,0.6
2023-12-12,1.0,3.0,46.237293,BG,1.0,0.6
2023-12-12,1.0,3.0,201.42497,No-BG,1.0,0.6
2023-12-12,1.0,4.0,42.652527,BG,1.0,0.6
2023-12-12,1.0,4.0,175.1623,No-BG,1.0,0.6
